total_counts	n_genes_by_counts	cellrank_total_counts	cellrank_n_genes_by_counts	cell_index
2198.0	869	1339	1014	1014
2731.0	869	703	1015	1015
2764.0	869	664	1016	1016
2951.0	869	529	1017	1017
3036.0	869	482	1018	1018
2774.0	868	651	1019	1019
2367.0	868	1090	1020	1020
2219.0	868	1310	1021	1021
3021.0	867	488	1022	1022
1852.0	867	1892	1023	1023
2710.0	867	720	1024	1024
2620.0	867	798	1025	1025
2358.0	867	1099	1026	1026
2647.0	867	770	1027	1027
2727.0	867	708	1028	1028
3131.0	866	431	1029	1029
2221.0	866	1308	1030	1030
2242.0	866	1280	1031	1031
1932.0	866	1778	1032	1032
2053.0	866	1578	1033	1033
2518.0	865	905	1034	1034
2493.0	865	946	1035	1035
2846.0	865	602	1036	1036
2176.0	865	1378	1037	1037
2767.0	865	658	1038	1038
2751.0	865	680	1039	1039
2388.0	864	1063	1040	1040
1801.0	864	1957	1041	1041
2410.0	864	1039	1042	1042
2131.0	864	1458	1043	1043
2289.0	863	1204	1044	1044
2344.0	863	1114	1045	1045
2565.0	863	857	1046	1046
2025.0	863	1622	1047	1047
2291.0	862	1200	1048	1048
2347.0	862	1112	1049	1049
2391.0	862	1060	1050	1050
2662.0	862	755	1051	1051
2798.0	862	638	1052	1052
2334.0	862	1137	1053	1053
2242.0	862	1279	1054	1054
2357.0	861	1102	1055	1055
2656.0	861	762	1056	1056
2714.0	861	715	1057	1057
2344.0	861	1115	1058	1058
2217.0	860	1314	1059	1059
2359.0	860	1098	1060	1060
2533.0	860	890	1061	1061
3061.0	860	469	1062	1062
2746.0	860	689	1063	1063
2258.0	859	1253	1064	1064
2309.0	859	1175	1065	1065
2244.0	859	1275	1066	1066
2121.0	859	1473	1067	1067
2168.0	859	1396	1068	1068
2429.0	858	1023	1069	1069
2771.0	858	656	1070	1070
2222.0	858	1307	1071	1071
2572.0	858	846	1072	1072
2496.0	858	940	1073	1073
2272.0	858	1225	1074	1074
2052.0	857	1581	1075	1075
2651.0	857	766	1076	1076
2048.0	857	1590	1077	1077
2581.0	857	837	1078	1078
1684.0	857	2090	1079	1079
2320.0	857	1158	1080	1080
2507.0	857	920	1081	1081
2021.0	857	1628	1082	1082
2632.0	857	785	1083	1083
2168.0	857	1394	1084	1084
1922.0	857	1792	1085	1085
2326.0	857	1151	1086	1086
2420.0	856	1030	1087	1087
2339.0	856	1130	1088	1088
2908.0	856	558	1089	1089
2647.0	855	771	1090	1090
2385.0	855	1072	1091	1091
2865.0	855	591	1092	1092
1699.0	855	2071	1093	1093
2273.0	855	1223	1094	1094
2309.0	855	1174	1095	1095
2495.0	855	942	1096	1096
2510.0	855	917	1097	1097
2616.0	854	800	1098	1098
1873.0	854	1856	1099	1099
2288.0	854	1205	1100	1100
2665.0	854	753	1101	1101
2368.0	854	1088	1102	1102
2504.0	854	926	1103	1103
2692.0	853	737	1104	1104
2447.0	853	998	1105	1105
2803.0	853	631	1106	1106
2373.0	853	1080	1107	1107
2199.0	852	1337	1108	1108
2541.0	852	883	1109	1109
2658.0	852	760	1110	1110
2650.0	852	768	1111	1111
2763.0	852	668	1112	1112
2598.0	852	819	1113	1113
2023.0	851	1624	1114	1114
2310.0	851	1172	1115	1115
2704.0	851	726	1116	1116
1959.0	851	1735	1117	1117
2126.0	851	1466	1118	1118
2480.0	851	960	1119	1119
2372.0	851	1084	1120	1120
2322.0	851	1156	1121	1121
2290.0	850	1203	1122	1122
2063.0	850	1562	1123	1123
2454.0	850	987	1124	1124
2087.0	850	1527	1125	1125
1953.0	850	1742	1126	1126
2789.0	850	644	1127	1127
2740.0	850	694	1128	1128
2530.0	849	894	1129	1129
2405.0	849	1045	1130	1130
2816.0	849	622	1131	1131
2218.0	849	1312	1132	1132
2781.0	849	647	1133	1133
2316.0	849	1162	1134	1134
2000.0	849	1663	1135	1135
2206.0	848	1333	1136	1136
2074.0	848	1542	1137	1137
2605.0	848	812	1138	1138
2087.0	848	1529	1139	1139
2456.0	847	985	1140	1140
2429.0	847	1022	1141	1141
2455.0	847	986	1142	1142
2539.0	846	886	1143	1143
2591.0	846	825	1144	1144
2380.0	846	1078	1145	1145
2727.0	846	707	1146	1146
2456.0	846	983	1147	1147
2093.0	846	1515	1148	1148
2154.0	845	1421	1149	1149
2460.0	845	977	1150	1150
2486.0	845	952	1151	1151
2173.0	845	1384	1152	1152
2402.0	845	1052	1153	1153
2432.0	844	1019	1154	1154
2709.0	844	724	1155	1155
2017.0	844	1638	1156	1156
2389.0	844	1062	1157	1157
2220.0	843	1309	1158	1158
2711.0	843	719	1159	1159
1765.0	843	1998	1160	1160
2733.0	843	701	1161	1161
2229.0	843	1294	1162	1162
2914.0	843	548	1163	1163
2186.0	843	1363	1164	1164
2843.0	843	606	1165	1165
2675.0	843	744	1166	1166
2277.0	843	1218	1167	1167
2659.0	842	757	1168	1168
1726.0	842	2051	1169	1169
2095.0	842	1510	1170	1170
1774.0	842	1984	1171	1171
1674.0	842	2100	1172	1172
2151.0	842	1426	1173	1173
2390.0	841	1061	1174	1174
2562.0	841	860	1175	1175
2877.0	841	577	1176	1176
2213.0	841	1319	1177	1177
1758.0	841	2009	1178	1178
2495.0	840	941	1179	1179
2218.0	840	1311	1180	1180
2190.0	840	1352	1181	1181
2144.0	840	1436	1182	1182
2593.0	840	822	1183	1183
1806.0	840	1947	1184	1184
1942.0	840	1762	1185	1185
2034.0	840	1613	1186	1186
2437.0	840	1013	1187	1187
1827.0	840	1927	1188	1188
2022.0	839	1626	1189	1189
2691.0	839	738	1190	1190
2409.0	839	1040	1191	1191
1942.0	839	1758	1192	1192
1630.0	839	2148	1193	1193
2300.0	838	1184	1194	1194
2325.0	838	1152	1195	1195
2272.0	838	1227	1196	1196
2402.0	838	1051	1197	1197
2288.0	838	1206	1198	1198
1696.0	838	2073	1199	1199
2384.0	837	1073	1200	1200
1898.0	837	1825	1201	1201
2571.0	837	847	1202	1202
2093.0	837	1517	1203	1203
2443.0	837	1004	1204	1204
2076.0	837	1536	1205	1205
2596.0	837	820	1206	1206
1763.0	837	2001	1207	1207
2357.0	836	1100	1208	1208
2484.0	836	955	1209	1209
2191.0	836	1350	1210	1210
2165.0	836	1401	1211	1211
2166.0	836	1398	1212	1212
2437.0	836	1014	1213	1213
2388.0	836	1064	1214	1214
2605.0	836	813	1215	1215
1971.0	836	1721	1216	1216
1995.0	835	1671	1217	1217
2294.0	835	1197	1218	1218
2568.0	835	851	1219	1219
2187.0	835	1359	1220	1220
2478.0	834	963	1221	1221
1942.0	834	1760	1222	1222
2460.0	834	980	1223	1223
2517.0	834	908	1224	1224
1618.0	833	2156	1225	1225
2494.0	833	944	1226	1226
2563.0	833	858	1227	1227
2261.0	833	1241	1228	1228
2311.0	832	1170	1229	1229
2068.0	832	1555	1230	1230
2351.0	832	1106	1231	1231
2764.0	832	665	1232	1232
1888.0	832	1840	1233	1233
2466.0	831	975	1234	1234
2252.0	831	1265	1235	1235
1992.0	831	1675	1236	1236
2294.0	831	1196	1237	1237
2161.0	831	1408	1238	1238
2442.0	830	1006	1239	1239
2587.0	830	831	1240	1240
2231.0	830	1291	1241	1241
2135.0	830	1450	1242	1242
2325.0	830	1153	1243	1243
2392.0	830	1059	1244	1244
1733.0	830	2041	1245	1245
1735.0	830	2038	1246	1246
1981.0	830	1694	1247	1247
2067.0	829	1559	1248	1248
2088.0	829	1526	1249	1249
2349.0	829	1108	1250	1250
2128.0	829	1464	1251	1251
2816.0	828	621	1252	1252
2019.0	828	1637	1253	1253
1700.0	828	2070	1254	1254
2382.0	828	1077	1255	1255
1780.0	828	1978	1256	1256
1978.0	828	1703	1257	1257
2009.0	827	1652	1258	1258
2636.0	827	781	1259	1259
2230.0	827	1292	1260	1260
2047.0	827	1592	1261	1261
2403.0	827	1046	1262	1262
1933.0	827	1777	1263	1263
2468.0	827	974	1264	1264
2296.0	827	1192	1265	1265
2444.0	827	1002	1266	1266
2464.0	827	976	1267	1267
1789.0	826	1972	1268	1268
2344.0	826	1116	1269	1269
2447.0	826	999	1270	1270
2048.0	826	1589	1271	1271
2305.0	826	1178	1272	1272
1917.0	826	1798	1273	1273
2139.0	825	1445	1274	1274
1962.0	825	1733	1275	1275
2485.0	825	953	1276	1276
2294.0	825	1195	1277	1277
2771.0	825	655	1278	1278
2155.0	824	1419	1279	1279
1656.0	824	2116	1280	1280
2261.0	824	1244	1281	1281
1753.0	824	2015	1282	1282
2237.0	824	1287	1283	1283
2439.0	823	1011	1284	1284
2800.0	823	635	1285	1285
2396.0	823	1054	1286	1286
3128.0	823	435	1287	1287
2477.0	823	964	1288	1288
2793.0	823	641	1289	1289
2437.0	823	1015	1290	1290
1896.0	823	1828	1291	1291
2028.0	823	1617	1292	1292
2311.0	823	1169	1293	1293
2027.0	823	1621	1294	1294
2308.0	823	1176	1295	1295
1982.0	823	1692	1296	1296
2632.0	823	786	1297	1297
2212.0	822	1323	1298	1298
2351.0	822	1105	1299	1299
2172.0	822	1387	1300	1300
2130.0	822	1459	1301	1301
2567.0	822	855	1302	1302
2248.0	822	1268	1303	1303
2159.0	821	1411	1304	1304
2194.0	821	1346	1305	1305
2191.0	821	1351	1306	1306
2418.0	821	1036	1307	1307
2273.0	821	1224	1308	1308
1759.0	820	2007	1309	1309
2362.0	820	1095	1310	1310
2330.0	820	1142	1311	1311
2150.0	820	1427	1312	1312
2321.0	820	1157	1313	1313
1914.0	820	1803	1314	1314
1806.0	820	1949	1315	1315
2341.0	819	1127	1316	1316
2073.0	819	1544	1317	1317
2764.0	819	666	1318	1318
2212.0	819	1322	1319	1319
2661.0	819	756	1320	1320
1983.0	819	1689	1321	1321
2040.0	818	1605	1322	1322
2036.0	818	1610	1323	1323
2151.0	818	1425	1324	1324
2102.0	818	1503	1325	1325
2258.0	818	1254	1326	1326
2245.0	818	1273	1327	1327
2206.0	817	1330	1328	1328
1996.0	817	1670	1329	1329
2051.0	817	1583	1330	1330
2372.0	817	1083	1331	1331
2483.0	817	956	1332	1332
2172.0	817	1386	1333	1333
2258.0	816	1250	1334	1334
1935.0	816	1775	1335	1335
2146.0	816	1433	1336	1336
1997.0	816	1668	1337	1337
2446.0	816	1000	1338	1338
2490.0	816	949	1339	1339
2542.0	816	880	1340	1340
2373.0	816	1081	1341	1341
2790.0	816	643	1342	1342
2120.0	815	1476	1343	1343
2055.0	815	1573	1344	1344
1804.0	815	1951	1345	1345
1991.0	815	1678	1346	1346
1972.0	815	1717	1347	1347
2734.0	815	698	1348	1348
2633.0	815	784	1349	1349
2507.0	815	918	1350	1350
2367.0	815	1091	1351	1351
1973.0	814	1716	1352	1352
1585.0	814	2186	1353	1353
2012.0	814	1645	1354	1354
2209.0	814	1325	1355	1355
2024.0	814	1623	1356	1356
2696.0	814	734	1357	1357
2505.0	814	923	1358	1358
2223.0	814	1305	1359	1359
2341.0	813	1126	1360	1360
2487.0	813	951	1361	1361
2337.0	813	1135	1362	1362
1644.0	813	2131	1363	1363
2060.0	813	1569	1364	1364
2215.0	813	1315	1365	1365
2193.0	813	1347	1366	1366
1550.0	812	2210	1367	1367
2458.0	812	982	1368	1368
2385.0	812	1070	1369	1369
2231.0	811	1289	1370	1370
1911.0	810	1809	1371	1371
2096.0	810	1506	1372	1372
2451.0	810	991	1373	1373
2343.0	810	1122	1374	1374
2240.0	810	1284	1375	1375
1653.0	810	2122	1376	1376
2438.0	810	1012	1377	1377
2427.0	810	1025	1378	1378
1581.0	809	2191	1379	1379
1685.0	809	2089	1380	1380
1440.0	809	2303	1381	1381
1802.0	809	1956	1382	1382
2227.0	808	1299	1383	1383
2228.0	808	1298	1384	1384
1999.0	808	1665	1385	1385
2011.0	808	1648	1386	1386
2070.0	808	1551	1387	1387
2258.0	808	1252	1388	1388
1834.0	808	1914	1389	1389
2319.0	808	1159	1390	1390
1876.0	808	1853	1391	1391
2589.0	808	828	1392	1392
2360.0	807	1097	1393	1393
1677.0	807	2098	1394	1394
1983.0	807	1690	1395	1395
3101.0	807	446	1396	1396
1975.0	807	1707	1397	1397
1522.0	807	2241	1398	1398
1907.0	806	1817	1399	1399
2299.0	806	1186	1400	1400
2310.0	806	1173	1401	1401
2148.0	806	1429	1402	1402
2264.0	806	1234	1403	1403
2512.0	806	913	1404	1404
2077.0	805	1533	1405	1405
1704.0	805	2067	1406	1406
2612.0	805	804	1407	1407
2256.0	805	1255	1408	1408
1879.0	805	1851	1409	1409
1974.0	805	1709	1410	1410
2138.0	805	1446	1411	1411
2134.0	805	1452	1412	1412
2134.0	805	1451	1413	1413
2190.0	805	1353	1414	1414
2450.0	805	994	1415	1415
1518.0	805	2244	1416	1416
2299.0	805	1187	1417	1417
2492.0	804	947	1418	1418
2322.0	804	1155	1419	1419
2084.0	804	1530	1420	1420
2147.0	804	1432	1421	1421
1857.0	803	1885	1422	1422
2256.0	803	1256	1423	1423
2115.0	803	1482	1424	1424
2209.0	803	1326	1425	1425
1783.0	803	1976	1426	1426
2167.0	803	1397	1427	1427
2287.0	803	1207	1428	1428
2866.0	803	590	1429	1429
1778.0	803	1980	1430	1430
1728.0	803	2047	1431	1431
1994.0	803	1674	1432	1432
2243.0	803	1277	1433	1433
2338.0	803	1132	1434	1434
2223.0	803	1303	1435	1435
2472.0	802	968	1436	1436
2132.0	802	1455	1437	1437
2084.0	801	1531	1438	1438
1928.0	801	1784	1439	1439
2383.0	801	1076	1440	1440
2093.0	801	1513	1441	1441
2870.0	801	585	1442	1442
2122.0	801	1472	1443	1443
1771.0	800	1988	1444	1444
1751.0	800	2018	1445	1445
1803.0	800	1953	1446	1446
1917.0	800	1799	1447	1447
2602.0	800	816	1448	1448
1990.0	800	1682	1449	1449
2281.0	800	1211	1450	1450
1981.0	800	1693	1451	1451
2290.0	800	1202	1452	1452
1895.0	800	1831	1453	1453
2652.0	800	764	1454	1454
2269.0	800	1231	1455	1455
2171.0	800	1390	1456	1456
2043.0	800	1599	1457	1457
1938.0	800	1770	1458	1458
2502.0	799	928	1459	1459
2246.0	798	1270	1460	1460
2568.0	798	850	1461	1461
2163.0	798	1403	1462	1462
2271.0	797	1229	1463	1463
2137.0	797	1447	1464	1464
2200.0	797	1336	1465	1465
2271.0	797	1228	1466	1466
2558.0	797	867	1467	1467
2189.0	797	1354	1468	1468
2095.0	797	1509	1469	1469
2246.0	796	1271	1470	1470
2168.0	796	1395	1471	1471
2188.0	796	1357	1472	1472
1607.0	796	2165	1473	1473
2329.0	795	1144	1474	1474
2598.0	795	818	1475	1475
2341.0	795	1124	1476	1476
1863.0	795	1874	1477	1477
1871.0	795	1860	1478	1478
1936.0	795	1773	1479	1479
2501.0	795	932	1480	1480
2207.0	795	1328	1481	1481
2314.0	795	1166	1482	1482
1994.0	795	1673	1483	1483
2779.0	795	649	1484	1484
2215.0	795	1316	1485	1485
2075.0	795	1540	1486	1486
2120.0	795	1475	1487	1487
2301.0	794	1183	1488	1488
1869.0	794	1865	1489	1489
2229.0	794	1295	1490	1490
2629.0	794	789	1491	1491
2027.0	794	1619	1492	1492
2535.0	794	888	1493	1493
1897.0	794	1827	1494	1494
2341.0	794	1123	1495	1495
1979.0	793	1698	1496	1496
2007.0	793	1657	1497	1497
1815.0	793	1939	1498	1498
2222.0	793	1306	1499	1499
2264.0	793	1233	1500	1500
2262.0	793	1240	1501	1501
2339.0	792	1129	1502	1502
2607.0	792	810	1503	1503
1859.0	792	1882	1504	1504
2240.0	792	1285	1505	1505
2498.0	792	937	1506	1506
2407.0	792	1044	1507	1507
2127.0	791	1465	1508	1508
1944.0	791	1755	1509	1509
2092.0	791	1518	1510	1510
1990.0	791	1681	1511	1511
2165.0	791	1400	1512	1512
2155.0	791	1418	1513	1513
2199.0	791	1338	1514	1514
2098.0	790	1505	1515	1515
1942.0	790	1757	1516	1516
2197.0	790	1340	1517	1517
2260.0	790	1246	1518	1518
2110.0	790	1487	1519	1519
2178.0	789	1374	1520	1520
2183.0	789	1368	1521	1521
2207.0	789	1329	1522	1522
2048.0	789	1587	1523	1523
2499.0	789	935	1524	1524
1791.0	789	1968	1525	1525
1696.0	789	2075	1526	1526
2348.0	789	1109	1527	1527
2102.0	789	1502	1528	1528
2276.0	789	1221	1529	1529
2047.0	788	1591	1530	1530
2473.0	788	967	1531	1531
1587.0	788	2183	1532	1532
2629.0	788	790	1533	1533
2131.0	787	1457	1534	1534
2513.0	787	912	1535	1535
2255.0	787	1258	1536	1536
2333.0	787	1140	1537	1537
2510.0	787	916	1538	1538
2319.0	787	1160	1539	1539
2179.0	786	1373	1540	1540
1840.0	786	1907	1541	1541
2668.0	786	750	1542	1542
2092.0	786	1519	1543	1543
2278.0	786	1217	1544	1544
2333.0	786	1141	1545	1545
2249.0	786	1267	1546	1546
2106.0	786	1496	1547	1547
1705.0	786	2066	1548	1548
1799.0	785	1961	1549	1549
1760.0	785	2006	1550	1550
1968.0	785	1724	1551	1551
2314.0	785	1165	1552	1552
1918.0	785	1795	1553	1553
2456.0	785	984	1554	1554
2052.0	785	1580	1555	1555
2560.0	785	864	1556	1556
2475.0	784	965	1557	1557
2261.0	784	1243	1558	1558
2834.0	784	611	1559	1559
2020.0	784	1630	1560	1560
2082.0	783	1532	1561	1561
1650.0	783	2125	1562	1562
2129.0	783	1461	1563	1563
1940.0	783	1766	1564	1564
1557.0	783	2203	1565	1565
1630.0	782	2149	1566	1566
1943.0	782	1756	1567	1567
2546.0	782	877	1568	1568
2162.0	782	1407	1569	1569
2104.0	782	1498	1570	1570
2175.0	782	1382	1571	1571
2142.0	782	1439	1572	1572
2385.0	782	1071	1573	1573
2017.0	782	1640	1574	1574
2135.0	782	1449	1575	1575
2019.0	782	1636	1576	1576
1967.0	782	1727	1577	1577
2110.0	782	1486	1578	1578
1609.0	781	2164	1579	1579
2304.0	781	1180	1580	1580
2208.0	781	1327	1581	1581
2448.0	781	996	1582	1582
2163.0	781	1404	1583	1583
2444.0	780	1003	1584	1584
2090.0	780	1522	1585	1585
2060.0	780	1566	1586	1586
1529.0	780	2231	1587	1587
2143.0	780	1437	1588	1588
1958.0	780	1737	1589	1589
1822.0	779	1935	1590	1590
1950.0	779	1748	1591	1591
2186.0	779	1365	1592	1592
1667.0	779	2104	1593	1593
2623.0	779	795	1594	1594
1918.0	779	1797	1595	1595
1998.0	779	1667	1596	1596
2511.0	779	915	1597	1597
2419.0	779	1034	1598	1598
2454.0	779	989	1599	1599
2072.0	779	1547	1600	1600
1790.0	778	1970	1601	1601
2371.0	778	1085	1602	1602
1729.0	778	2045	1603	1603
2104.0	778	1497	1604	1604
1957.0	778	1739	1605	1605
2063.0	778	1561	1606	1606
1796.0	778	1963	1607	1607
2340.0	777	1128	1608	1608
2014.0	777	1642	1609	1609
2108.0	777	1492	1610	1610
1872.0	776	1858	1611	1611
1827.0	776	1928	1612	1612
2386.0	776	1069	1613	1613
2440.0	776	1008	1614	1614
1947.0	776	1751	1615	1615
2507.0	776	921	1616	1616
1467.0	776	2284	1617	1617
2348.0	775	1111	1618	1618
1929.0	775	1782	1619	1619
2298.0	775	1188	1620	1620
1936.0	775	1774	1621	1621
2210.0	774	1324	1622	1622
2367.0	774	1089	1623	1623
2159.0	774	1410	1624	1624
2041.0	774	1604	1625	1625
2075.0	774	1539	1626	1626
1799.0	774	1960	1627	1627
2177.0	773	1377	1628	1628
1726.0	772	2050	1629	1629
1965.0	772	1731	1630	1630
2021.0	772	1627	1631	1631
2107.0	772	1494	1632	1632
1968.0	771	1723	1633	1633
2254.0	771	1259	1634	1634
2674.0	771	746	1635	1635
2606.0	771	811	1636	1636
2110.0	771	1489	1637	1637
1853.0	771	1891	1638	1638
2051.0	771	1582	1639	1639
2155.0	770	1417	1640	1640
2224.0	770	1301	1641	1641
2234.0	770	1288	1642	1642
2152.0	770	1424	1643	1643
1811.0	770	1942	1644	1644
2243.0	770	1276	1645	1645
2108.0	770	1491	1646	1646
1527.0	770	2234	1647	1647
2046.0	769	1597	1648	1648
2149.0	769	1428	1649	1649
2256.0	769	1257	1650	1650
1831.0	769	1920	1651	1651
2542.0	769	882	1652	1652
2162.0	768	1405	1653	1653
1789.0	768	1971	1654	1654
1908.0	768	1816	1655	1655
1977.0	767	1705	1656	1656
1790.0	767	1969	1657	1657
2047.0	767	1595	1658	1658
2115.0	767	1481	1659	1659
2445.0	767	1001	1660	1660
1865.0	767	1869	1661	1661
2278.0	767	1216	1662	1662
2968.0	767	518	1663	1663
2058.0	766	1570	1664	1664
2030.0	766	1616	1665	1665
1965.0	766	1732	1666	1666
1892.0	766	1837	1667	1667
1959.0	766	1736	1668	1668
2295.0	765	1194	1669	1669
2009.0	765	1653	1670	1670
1894.0	765	1833	1671	1671
1825.0	765	1931	1672	1672
1861.0	765	1878	1673	1673
2260.0	765	1247	1674	1674
2260.0	764	1245	1675	1675
2421.0	764	1029	1676	1676
2650.0	764	769	1677	1677
2076.0	764	1537	1678	1678
2132.0	763	1456	1679	1679
1549.0	763	2211	1680	1680
2566.0	763	856	1681	1681
2041.0	763	1602	1682	1682
2297.0	763	1189	1683	1683
1684.0	762	2092	1684	1684
2159.0	762	1409	1685	1685
1766.0	762	1997	1686	1686
1767.0	762	1995	1687	1687
2394.0	761	1056	1688	1688
1967.0	761	1726	1689	1689
2107.0	761	1495	1690	1690
2094.0	761	1512	1691	1691
1893.0	760	1836	1692	1692
2186.0	760	1364	1693	1693
2252.0	760	1261	1694	1694
2341.0	760	1125	1695	1695
1839.0	760	1911	1696	1696
2344.0	760	1117	1697	1697
2253.0	759	1260	1698	1698
1501.0	759	2259	1699	1699
2035.0	758	1612	1700	1700
1907.0	758	1818	1701	1701
1816.0	757	1937	1702	1702
2347.0	757	1113	1703	1703
2528.0	757	896	1704	1704
2050.0	756	1584	1705	1705
2350.0	756	1107	1706	1706
2156.0	756	1416	1707	1707
2343.0	756	1121	1708	1708
2147.0	756	1431	1709	1709
2368.0	755	1087	1710	1710
2344.0	755	1118	1711	1711
2191.0	755	1348	1712	1712
2262.0	755	1238	1713	1713
1913.0	755	1806	1714	1714
2001.0	754	1661	1715	1715
2421.0	754	1028	1716	1716
2070.0	754	1549	1717	1717
1911.0	753	1811	1718	1718
2403.0	753	1049	1719	1719
1861.0	753	1877	1720	1720
1708.0	753	2065	1721	1721
2125.0	753	1468	1722	1722
2118.0	753	1478	1723	1723
2326.0	753	1149	1724	1724
2142.0	752	1440	1725	1725
1761.0	752	2005	1726	1726
2013.0	752	1644	1727	1727
1764.0	752	2000	1728	1728
1973.0	752	1713	1729	1729
2333.0	752	1139	1730	1730
2020.0	751	1629	1731	1731
2625.0	751	794	1732	1732
1922.0	751	1791	1733	1733
1865.0	751	1870	1734	1734
1974.0	751	1711	1735	1735
1958.0	751	1738	1736	1736
2048.0	750	1588	1737	1737
2226.0	750	1300	1738	1738
1869.0	750	1866	1739	1739
2177.0	750	1376	1740	1740
2140.0	750	1442	1741	1741
1920.0	750	1793	1742	1742
2926.0	750	540	1743	1743
2173.0	749	1385	1744	1744
1644.0	749	2133	1745	1745
2407.0	749	1043	1746	1746
2266.0	749	1232	1747	1747
2033.0	749	1614	1748	1748
1878.0	749	1852	1749	1749
1771.0	749	1987	1750	1750
2740.0	749	693	1751	1751
2090.0	749	1521	1752	1752
2010.0	748	1651	1753	1753
2176.0	748	1379	1754	1754
2181.0	748	1371	1755	1755
1770.0	747	1991	1756	1756
2388.0	747	1065	1757	1757
1830.0	747	1922	1758	1758
2157.0	747	1414	1759	1759
2008.0	747	1656	1760	1760
1676.0	746	2099	1761	1761
1930.0	746	1781	1762	1762
1907.0	746	1819	1763	1763
1951.0	746	1747	1764	1764
2327.0	745	1147	1765	1765
2259.0	745	1248	1766	1766
2182.0	744	1369	1767	1767
2112.0	744	1484	1768	1768
2329.0	744	1143	1769	1769
1756.0	744	2011	1770	1770
2473.0	744	966	1771	1771
1819.0	743	1936	1772	1772
2327.0	743	1148	1773	1773
1894.0	743	1834	1774	1774
1735.0	743	2036	1775	1775
2047.0	743	1593	1776	1776
1966.0	743	1730	1777	1777
1828.0	743	1925	1778	1778
1579.0	742	2194	1779	1779
2196.0	742	1341	1780	1780
2109.0	742	1490	1781	1781
2126.0	742	1467	1782	1782
1815.0	742	1938	1783	1783
2055.0	741	1574	1784	1784
2195.0	741	1343	1785	1785
2143.0	741	1438	1786	1786
1915.0	740	1800	1787	1787
2110.0	740	1488	1788	1788
1940.0	740	1764	1789	1789
2188.0	740	1358	1790	1790
1839.0	740	1908	1791	1791
2076.0	740	1535	1792	1792
2420.0	740	1032	1793	1793
2070.0	740	1550	1794	1794
2315.0	740	1164	1795	1795
1696.0	740	2074	1796	1796
1494.0	739	2266	1797	1797
2014.0	739	1643	1798	1798
1852.0	739	1894	1799	1799
1936.0	739	1772	1800	1800
1418.0	738	2314	1801	1801
1617.0	738	2159	1802	1802
1833.0	738	1915	1803	1803
2282.0	738	1209	1804	1804
1778.0	738	1981	1805	1805
1632.0	737	2143	1806	1806
1841.0	737	1905	1807	1807
1792.0	737	1966	1808	1808
1500.0	737	2260	1809	1809
1688.0	736	2083	1810	1810
1845.0	736	1899	1811	1811
2314.0	736	1167	1812	1812
1727.0	735	2048	1813	1813
2096.0	735	1507	1814	1814
1826.0	735	1930	1815	1815
2145.0	735	1435	1816	1816
1900.0	735	1824	1817	1817
1845.0	734	1900	1818	1818
1942.0	734	1759	1819	1819
1614.0	734	2163	1820	1820
1913.0	734	1807	1821	1821
2430.0	733	1021	1822	1822
1856.0	733	1888	1823	1823
1788.0	733	1975	1824	1824
2091.0	733	1520	1825	1825
2442.0	733	1005	1826	1826
2290.0	733	1201	1827	1827
1953.0	732	1746	1828	1828
1946.0	732	1752	1829	1829
2002.0	732	1660	1830	1830
2569.0	732	848	1831	1831
1840.0	732	1906	1832	1832
2494.0	732	943	1833	1833
1822.0	731	1934	1834	1834
1834.0	731	1913	1835	1835
2178.0	731	1375	1836	1836
2077.0	731	1534	1837	1837
2008.0	730	1655	1838	1838
1971.0	730	1722	1839	1839
1915.0	729	1801	1840	1840
1860.0	729	1880	1841	1841
1685.0	728	2088	1842	1842
1694.0	728	2076	1843	1843
1974.0	728	1712	1844	1844
2020.0	728	1633	1845	1845
1831.0	727	1919	1846	1846
1846.0	727	1898	1847	1847
1912.0	727	1808	1848	1848
2020.0	727	1632	1849	1849
1650.0	727	2124	1850	1850
1966.0	726	1729	1851	1851
2403.0	726	1048	1852	1852
1924.0	726	1789	1853	1853
2050.0	726	1585	1854	1854
2107.0	725	1493	1855	1855
1910.0	725	1813	1856	1856
1977.0	725	1704	1857	1857
1931.0	725	1779	1858	1858
1830.0	725	1923	1859	1859
2033.0	725	1615	1860	1860
1474.0	724	2279	1861	1861
1896.0	724	1829	1862	1862
1792.0	724	1965	1863	1863
1752.0	724	2017	1864	1864
1829.0	724	1924	1865	1865
1631.0	723	2147	1866	1866
1723.0	723	2055	1867	1867
1827.0	723	1929	1868	1868
1537.0	723	2223	1869	1869
1635.0	723	2139	1870	1870
1684.0	723	2093	1871	1871
1461.0	723	2288	1872	1872
1806.0	723	1946	1873	1873
1984.0	723	1688	1874	1874
1871.0	723	1861	1875	1875
2338.0	723	1133	1876	1876
2252.0	723	1263	1877	1877
2353.0	723	1104	1878	1878
2348.0	722	1110	1879	1879
1839.0	722	1909	1880	1880
1982.0	722	1691	1881	1881
2450.0	722	993	1882	1882
2407.0	722	1042	1883	1883
1883.0	721	1847	1884	1884
1978.0	721	1701	1885	1885
1909.0	721	1815	1886	1886
1939.0	720	1768	1887	1887
2067.0	720	1560	1888	1888
2036.0	720	1611	1889	1889
1990.0	720	1679	1890	1890
2191.0	720	1349	1891	1891
1768.0	719	1993	1892	1892
1953.0	719	1745	1893	1893
1688.0	719	2082	1894	1894
1848.0	719	1897	1895	1895
