n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
1838	14.703404	1459	952	952
1838	14.694597	1232	953	953
1838	14.642954	1757	954	954
1838	14.569799	1430	955	955
1838	14.535578	1250	956	956
1838	14.4938545	697	957	957
1838	14.486359	2195	958	958
1838	14.482089	1935	959	959
1838	14.356274	1297	960	960
1838	14.326471	584	961	961
1838	14.262301	2287	962	962
1838	14.172829	1910	963	963
1838	14.079896	380	964	964
1838	13.837391	710	965	965
1838	13.761347	271	966	966
1838	13.543777	1492	967	967
1838	13.504404	1706	968	968
1838	13.403469	1889	969	969
1838	13.373361	1474	970	970
1838	13.367098	1589	971	971
1838	13.116433	905	972	972
1838	13.026442	1352	973	973
1838	12.872303	536	974	974
1838	12.804201	311	975	975
1838	12.686239	582	976	976
1838	12.472012	560	977	977
1838	12.366555	1078	978	978
1838	12.335877	1684	979	979
1838	12.302652	621	980	980
1838	11.916093	101	981	981
1838	11.913746	1995	982	982
1838	11.63441	1291	983	983
1838	11.497938	1600	984	984
1838	11.47263	1235	985	985
1838	11.360973	1209	986	986
1838	11.352835	1384	987	987
1838	11.239491	675	988	988
1838	11.156061	1353	989	989
1838	11.116982	1809	990	990
1838	11.003522	684	991	991
1838	10.880078	2294	992	992
1838	10.811171	559	993	993
1838	10.607019	2398	994	994
1838	10.5728035	1278	995	995
1838	10.572126	1885	996	996
1838	10.571282	730	997	997
1838	10.518371	138	998	998
1838	10.482536	893	999	999
1838	10.394633	1031	1000	1000
1838	10.375488	2024	1001	1001
1838	10.314094	1623	1002	1002
1838	10.212567	115	1003	1003
1838	10.022182	1212	1004	1004
1838	10.006191	304	1005	1005
1838	9.934771	1513	1006	1006
1838	9.871513	1972	1007	1007
1838	9.667282	467	1008	1008
1838	9.639727	531	1009	1009
1838	9.594364	635	1010	1010
1838	9.594099	2046	1011	1011
1838	9.558699	2238	1012	1012
1838	9.345028	1357	1013	1013
1838	9.329643	1304	1014	1014
1838	9.276312	75	1015	1015
1838	9.23608	2382	1016	1016
1838	9.145542	1202	1017	1017
1838	9.038618	1445	1018	1018
1838	9.003502	2281	1019	1019
1838	8.974218	881	1020	1020
1838	8.966736	2041	1021	1021
1838	8.747367	771	1022	1022
1838	8.723921	1471	1023	1023
1838	8.67149	321	1024	1024
1838	8.565514	1682	1025	1025
1838	8.49176	186	1026	1026
1838	8.445574	463	1027	1027
1838	8.335352	1344	1028	1028
1838	8.287916	1155	1029	1029
1838	8.200168	1034	1030	1030
1838	8.1627445	2196	1031	1031
1838	7.726569	1760	1032	1032
1838	7.581334	1335	1033	1033
1838	7.5227585	1846	1034	1034
1838	7.26523	1552	1035	1035
1838	7.258789	2062	1036	1036
1838	7.182701	1008	1037	1037
1838	7.0814004	403	1038	1038
1838	6.9662094	244	1039	1039
1838	6.816517	891	1040	1040
1838	6.804185	985	1041	1041
1838	6.706745	2361	1042	1042
1838	6.647006	1870	1043	1043
1838	6.617822	693	1044	1044
1838	6.548219	1759	1045	1045
1838	6.5393887	588	1046	1046
1838	6.110979	2441	1047	1047
1838	6.05258	1302	1048	1048
1838	5.9931803	1382	1049	1049
1838	5.9014864	2319	1050	1050
1838	5.880047	922	1051	1051
1838	5.776417	1085	1052	1052
1838	5.613366	78	1053	1053
1838	5.590744	2482	1054	1054
1838	5.532625	2298	1055	1055
1838	5.4444103	2327	1056	1056
1838	5.4437237	482	1057	1057
1838	5.3470516	452	1058	1058
1838	5.345104	1564	1059	1059
1838	4.977689	434	1060	1060
1838	4.951022	2284	1061	1061
1838	4.728859	2283	1062	1062
1838	4.7084026	323	1063	1063
1838	4.636402	1131	1064	1064
1838	4.5223007	167	1065	1065
1838	4.2875385	313	1066	1066
1838	4.212842	1447	1067	1067
1838	4.0337467	2317	1068	1068
1838	3.976554	1666	1069	1069
1838	3.9269714	920	1070	1070
1838	3.78871	30	1071	1071
1838	3.67667	174	1072	1072
1838	3.639718	424	1073	1073
1838	3.5990677	716	1074	1074
1838	3.2147322	947	1075	1075
1838	2.8329916	1437	1076	1076
1838	2.811142	2207	1077	1077
1838	2.7212086	1128	1078	1078
1838	2.7137194	595	1079	1079
1838	2.633358	1683	1080	1080
1838	2.5809174	117	1081	1081
1838	2.5768547	1065	1082	1082
1838	2.5312042	241	1083	1083
1838	2.447136	648	1084	1084
1838	2.2293167	1211	1085	1085
1838	2.1650906	2539	1086	1086
1838	2.0984745	1157	1087	1087
1838	2.0352383	353	1088	1088
1838	2.0215921	1496	1089	1089
1838	1.9480362	1634	1090	1090
1838	1.8665218	1047	1091	1091
1838	1.8498402	667	1092	1092
1838	1.7763834	662	1093	1093
1838	1.6191483	329	1094	1094
1838	1.5639715	786	1095	1095
1838	1.4250412	1188	1096	1096
1838	1.3029871	1400	1097	1097
1838	1.1189222	1574	1098	1098
1838	1.0669775	1451	1099	1099
1838	1.0492735	1731	1100	1100
1838	0.951828	2391	1101	1101
1838	0.8113537	363	1102	1102
1838	0.73851395	206	1103	1103
1838	0.6924877	530	1104	1104
1838	0.48303986	1164	1105	1105
1838	0.44465065	780	1106	1106
1838	0.3877449	1791	1107	1107
1838	0.23529243	807	1108	1108
1838	0.11744499	1009	1109	1109
1838	0.014532089	1687	1110	1110
1838	-0.032913208	546	1111	1111
1838	-0.1687975	391	1112	1112
1838	-0.2786541	1868	1113	1113
1838	-0.282053	1457	1114	1114
1838	-0.34597778	2433	1115	1115
1838	-0.3562498	671	1116	1116
1838	-0.37595177	203	1117	1117
1838	-0.40233612	1892	1118	1118
1838	-0.4319992	1185	1119	1119
1838	-0.52766037	1358	1120	1120
1838	-0.55742264	1526	1121	1121
1838	-0.60456276	2483	1122	1122
1838	-0.6889324	1413	1123	1123
1838	-0.80505466	1777	1124	1124
1838	-0.9780121	1346	1125	1125
1838	-0.98059464	2505	1126	1126
1838	-1.1497078	2342	1127	1127
1838	-1.2433052	2558	1128	1128
1838	-1.286644	568	1129	1129
1838	-1.2969723	654	1130	1130
1838	-1.3082047	804	1131	1131
1838	-1.4306288	839	1132	1132
1838	-1.4944944	2160	1133	1133
1838	-1.5842037	1635	1134	1134
1838	-1.7316475	1729	1135	1135
1838	-1.784009	834	1136	1136
1838	-1.9007759	1073	1137	1137
1838	-1.9459877	2109	1138	1138
1838	-1.9698954	571	1139	1139
1838	-2.0109653	1704	1140	1140
1838	-2.207306	2324	1141	1141
1838	-2.2520657	1579	1142	1142
1838	-2.263937	1283	1143	1143
1838	-2.3560038	1968	1144	1144
1838	-2.4004412	1841	1145	1145
1838	-2.4768639	265	1146	1146
1838	-2.5214243	1743	1147	1147
1838	-2.970716	1733	1148	1148
1838	-3.0596342	1274	1149	1149
1838	-3.0776367	2427	1150	1150
1838	-3.154848	1172	1151	1151
1838	-3.3761082	1662	1152	1152
1838	-3.4039035	2507	1153	1153
1838	-3.4558506	2436	1154	1154
1838	-3.4721203	395	1155	1155
1838	-3.5243492	1922	1156	1156
1838	-3.5959253	2422	1157	1157
1838	-3.6962013	736	1158	1158
1838	-3.7373028	2591	1159	1159
1838	-3.9004412	1163	1160	1160
1838	-3.911004	2318	1161	1161
1838	-4.0585938	113	1162	1162
1838	-4.142996	2094	1163	1163
1838	-4.167658	208	1164	1164
1838	-4.355644	1511	1165	1165
1838	-4.503853	1547	1166	1166
1838	-4.5379925	2372	1167	1167
1838	-4.6088285	465	1168	1168
1838	-4.691334	2068	1169	1169
1838	-4.721306	2273	1170	1170
1838	-4.7260056	851	1171	1171
1838	-4.855442	1985	1172	1172
1838	-5.076168	2153	1173	1173
1838	-5.171789	1717	1174	1174
1838	-5.266563	2277	1175	1175
1838	-5.353735	601	1176	1176
1838	-5.5172997	1700	1177	1177
1838	-5.670532	1658	1178	1178
1838	-5.6836605	1407	1179	1179
1838	-6.0558186	264	1180	1180
1838	-6.056366	277	1181	1181
1838	-6.0709953	137	1182	1182
1838	-6.126688	95	1183	1183
1838	-6.1572723	2320	1184	1184
1838	-6.1975327	1963	1185	1185
1838	-6.408787	252	1186	1186
1838	-6.434499	1180	1187	1187
1838	-6.5328407	1219	1188	1188
1838	-6.5365963	2209	1189	1189
1838	-6.626294	746	1190	1190
1838	-6.629343	1114	1191	1191
1838	-6.654871	1486	1192	1192
1838	-6.726145	2416	1193	1193
1838	-6.726367	2079	1194	1194
1838	-7.086546	983	1195	1195
1838	-7.202754	189	1196	1196
1838	-7.2315083	940	1197	1197
1838	-7.2963066	1414	1198	1198
1838	-7.306822	1204	1199	1199
1838	-7.4018793	179	1200	1200
1838	-7.4188137	2408	1201	1201
1838	-7.4351997	250	1202	1202
1838	-7.4709225	183	1203	1203
1838	-7.4742413	1403	1204	1204
1838	-7.4775534	1312	1205	1205
1838	-7.5209	1510	1206	1206
1838	-7.6699867	2001	1207	1207
1838	-7.711133	1551	1208	1208
1838	-7.8077364	1674	1209	1209
1838	-7.844734	339	1210	1210
1838	-7.9253044	2180	1211	1211
1838	-7.9704638	2043	1212	1212
1838	-8.014835	1942	1213	1213
1838	-8.080629	567	1214	1214
1838	-8.17274	875	1215	1215
1838	-8.27072	1368	1216	1216
1838	-8.3979225	1099	1217	1217
1838	-8.431046	2451	1218	1218
1838	-8.587248	643	1219	1219
1838	-8.6056185	1123	1220	1220
1838	-8.634872	703	1221	1221
1838	-8.663036	1750	1222	1222
1838	-8.670044	2600	1223	1223
1838	-8.677796	889	1224	1224
1838	-8.944794	1732	1225	1225
1838	-8.973155	1768	1226	1226
1838	-8.999069	1901	1227	1227
1838	-9.097477	1915	1228	1228
1838	-9.105753	975	1229	1229
1838	-9.188934	2531	1230	1230
1838	-9.257341	2296	1231	1231
1838	-9.269371	55	1232	1232
1838	-9.275248	1992	1233	1233
1838	-9.300017	2575	1234	1234
1838	-9.365726	1230	1235	1235
1838	-9.483918	106	1236	1236
1838	-9.5299015	2112	1237	1237
1838	-9.55583	1762	1238	1238
1838	-9.609388	1158	1239	1239
1838	-9.634933	1434	1240	1240
1838	-9.692827	1280	1241	1241
1838	-9.753731	1642	1242	1242
1838	-9.765221	1800	1243	1243
1838	-9.776263	967	1244	1244
1838	-9.791176	2313	1245	1245
1838	-9.834601	2572	1246	1246
1838	-9.878288	188	1247	1247
1838	-9.9565735	2032	1248	1248
1838	-10.0476	1553	1249	1249
1838	-10.08099	1461	1250	1250
1838	-10.124605	1928	1251	1251
1838	-10.201946	1976	1252	1252
1838	-10.242872	1979	1253	1253
1838	-10.247869	2092	1254	1254
1838	-10.400566	4	1255	1255
1838	-10.459324	613	1256	1256
1838	-10.546974	1480	1257	1257
1838	-10.669169	1535	1258	1258
1838	-10.747177	36	1259	1259
1838	-10.838684	1277	1260	1260
1838	-10.949096	1568	1261	1261
1838	-11.020963	1573	1262	1262
1838	-11.053429	783	1263	1263
1838	-11.131245	248	1264	1264
1838	-11.1727915	307	1265	1265
1838	-11.32169	175	1266	1266
1838	-11.324059	2065	1267	1267
1838	-11.326618	537	1268	1268
1838	-11.338563	298	1269	1269
1838	-11.389442	809	1270	1270
1838	-11.552025	1960	1271	1271
1838	-11.63427	1299	1272	1272
1838	-11.639263	5	1273	1273
1838	-11.667286	87	1274	1274
1838	-11.782106	884	1275	1275
1838	-11.804775	2615	1276	1276
1838	-11.828361	1688	1277	1277
1838	-11.83023	2526	1278	1278
1838	-11.96526	821	1279	1279
1838	-11.972284	1815	1280	1280
1838	-12.068514	627	1281	1281
1838	-12.157842	1301	1282	1282
1838	-12.185825	149	1283	1283
1838	-12.220282	822	1284	1284
1838	-12.231676	2619	1285	1285
1838	-12.264263	865	1286	1286
1838	-12.873783	13	1287	1287
1838	-12.911147	2618	1288	1288
1838	-13.064733	1119	1289	1289
1838	-13.100872	1201	1290	1290
1838	-13.125321	1907	1291	1291
1838	-13.253842	1245	1292	1292
1838	-13.384181	2191	1293	1293
1838	-13.440196	1693	1294	1294
1838	-13.707916	2312	1295	1295
1838	-13.755819	1006	1296	1296
1838	-13.969788	681	1297	1297
1838	-14.055851	54	1298	1298
1838	-14.100359	2506	1299	1299
1838	-14.261607	688	1300	1300
1838	-14.40324	820	1301	1301
1838	-14.428274	2560	1302	1302
1838	-14.452175	805	1303	1303
1838	-14.555035	721	1304	1304
1838	-14.587286	638	1305	1305
1838	-14.595165	2063	1306	1306
1838	-14.805946	473	1307	1307
1838	-15.016375	1424	1308	1308
1838	-15.159261	2590	1309	1309
1838	-15.491578	2224	1310	1310
1838	-15.66996	763	1311	1311
1838	-15.739111	665	1312	1312
1838	-15.74585	986	1313	1313
1838	-15.753447	1917	1314	1314
1838	-15.805849	1594	1315	1315
1838	-15.851927	1668	1316	1316
1838	-15.987782	1021	1317	1317
1838	-16.026016	2569	1318	1318
1838	-16.278923	2093	1319	1319
1838	-16.326492	2636	1320	1320
1838	-16.490665	1542	1321	1321
1838	-16.556854	2309	1322	1322
1838	-16.559574	1792	1323	1323
1838	-16.671358	2078	1324	1324
1838	-16.73388	1127	1325	1325
1838	-16.85392	1522	1326	1326
1838	-16.878765	2415	1327	1327
1838	-17.012953	1096	1328	1328
1838	-17.045582	158	1329	1329
1838	-17.129135	495	1330	1330
1838	-17.194414	838	1331	1331
1838	-17.275948	2456	1332	1332
1838	-17.293383	2390	1333	1333
1838	-17.3557	510	1334	1334
1838	-17.422556	1880	1335	1335
1838	-17.433247	918	1336	1336
1838	-17.43945	850	1337	1337
1838	-17.459728	23	1338	1338
1838	-17.493675	830	1339	1339
1838	-17.597824	1672	1340	1340
1838	-17.64682	194	1341	1341
1838	-17.719498	1859	1342	1342
1838	-17.723667	583	1343	1343
1838	-17.739239	570	1344	1344
1838	-17.851715	2158	1345	1345
1838	-17.929081	605	1346	1346
1838	-17.942898	1112	1347	1347
1838	-17.94884	359	1348	1348
1838	-17.987965	2137	1349	1349
1838	-18.030067	496	1350	1350
1838	-18.111774	2304	1351	1351
1838	-18.120152	2616	1352	1352
1838	-18.227251	981	1353	1353
1838	-18.228043	2292	1354	1354
1838	-18.349236	1697	1355	1355
1838	-18.482658	2565	1356	1356
1838	-18.591324	907	1357	1357
1838	-18.763065	704	1358	1358
1838	-18.837963	1152	1359	1359
1838	-18.880592	608	1360	1360
1838	-18.961658	619	1361	1361
1838	-18.976112	781	1362	1362
1838	-18.979523	1264	1363	1363
1838	-18.993526	2614	1364	1364
1838	-19.011284	1000	1365	1365
1838	-19.080015	1063	1366	1366
1838	-19.101881	2100	1367	1367
1838	-19.170958	1041	1368	1368
1838	-19.193424	1630	1369	1369
1838	-19.226479	114	1370	1370
1838	-19.376049	1199	1371	1371
1838	-19.388716	2128	1372	1372
1838	-19.41217	2533	1373	1373
1838	-19.494297	1046	1374	1374
1838	-19.499594	332	1375	1375
1838	-19.535677	124	1376	1376
1838	-19.568233	2197	1377	1377
1838	-19.62033	143	1378	1378
1838	-19.658054	327	1379	1379
1838	-19.681406	706	1380	1380
1838	-19.718866	1707	1381	1381
1838	-19.7425	1359	1382	1382
1838	-19.794239	2202	1383	1383
1838	-19.803799	1829	1384	1384
1838	-19.946379	1893	1385	1385
1838	-19.973988	2166	1386	1386
1838	-19.999254	1198	1387	1387
1838	-20.172325	2075	1388	1388
1838	-20.250456	1587	1389	1389
1838	-20.321844	1502	1390	1390
1838	-20.401253	1734	1391	1391
1838	-20.418358	2592	1392	1392
1838	-20.687868	2165	1393	1393
1838	-20.756235	1999	1394	1394
1838	-20.76591	653	1395	1395
1838	-20.905365	1948	1396	1396
1838	-20.982355	2155	1397	1397
1838	-21.067596	2613	1398	1398
1838	-21.215954	565	1399	1399
1838	-21.375694	141	1400	1400
1838	-21.37976	1737	1401	1401
1838	-21.460026	234	1402	1402
1838	-21.502548	1275	1403	1403
1838	-21.622667	107	1404	1404
1838	-21.718948	1387	1405	1405
1838	-21.81838	2429	1406	1406
1838	-21.967773	140	1407	1407
1838	-21.988628	1032	1408	1408
1838	-22.054447	2621	1409	1409
1838	-22.133286	129	1410	1410
1838	-22.143116	1173	1411	1411
1838	-22.289165	2269	1412	1412
1838	-22.466042	2479	1413	1413
1838	-22.541494	2286	1414	1414
1838	-22.629013	2177	1415	1415
1838	-22.756275	1862	1416	1416
1838	-22.806602	789	1417	1417
1838	-22.82357	628	1418	1418
1838	-22.825302	634	1419	1419
1838	-22.906425	334	1420	1420
1838	-22.94728	1956	1421	1421
1838	-23.1114	685	1422	1422
1838	-23.297066	1316	1423	1423
1838	-23.4212	1751	1424	1424
1838	-23.454216	258	1425	1425
1838	-23.465267	2088	1426	1426
1838	-23.50546	1450	1427	1427
1838	-23.51355	2039	1428	1428
1838	-23.558607	1494	1429	1429
1838	-23.654408	1310	1430	1430
1838	-24.101944	1865	1431	1431
1838	-24.139713	1624	1432	1432
1838	-24.163921	1020	1433	1433
1838	-24.192617	888	1434	1434
1838	-24.22718	449	1435	1435
1838	-24.348978	645	1436	1436
1838	-24.396318	2066	1437	1437
1838	-24.427334	2589	1438	1438
1838	-24.453476	2474	1439	1439
1838	-24.454865	2276	1440	1440
1838	-24.467972	1425	1441	1441
1838	-24.468185	1435	1442	1442
1838	-24.48845	301	1443	1443
1838	-24.546995	1647	1444	1444
1838	-24.752064	773	1445	1445
1838	-24.916029	1580	1446	1446
1838	-25.055738	456	1447	1447
1838	-25.330091	2473	1448	1448
1838	-25.488964	1546	1449	1449
1838	-25.561884	1110	1450	1450
1838	-25.677036	757	1451	1451
1838	-25.936625	929	1452	1452
1838	-25.940292	1988	1453	1453
1838	-25.942585	1597	1454	1454
1838	-25.98513	1149	1455	1455
1838	-26.062319	1295	1456	1456
1838	-26.071651	668	1457	1457
1838	-26.267015	1363	1458	1458
1838	-26.337872	128	1459	1459
1838	-26.355587	1014	1460	1460
1838	-26.42551	295	1461	1461
1838	-26.42828	1429	1462	1462
1838	-26.45641	193	1463	1463
1838	-26.539124	1626	1464	1464
1838	-26.613976	32	1465	1465
1838	-26.634731	2146	1466	1466
1838	-26.785608	2121	1467	1467
1838	-26.850779	2556	1468	1468
1838	-26.86256	979	1469	1469
1838	-26.929735	2182	1470	1470
1838	-27.098875	408	1471	1471
1838	-27.177067	440	1472	1472
1838	-27.462526	1462	1473	1473
1838	-27.526783	1559	1474	1474
1838	-27.537556	2403	1475	1475
1838	-27.544815	356	1476	1476
1838	-27.582481	2356	1477	1477
1838	-27.722187	1912	1478	1478
1838	-27.824963	19	1479	1479
1838	-27.883806	340	1480	1480
1838	-27.895689	1710	1481	1481
1838	-28.172007	253	1482	1482
1838	-28.217133	2544	1483	1483
1838	-28.38139	462	1484	1484
1838	-28.408365	1169	1485	1485
1838	-28.482584	1853	1486	1486
1838	-28.821426	1060	1487	1487
1838	-28.91931	2551	1488	1488
1838	-28.963438	862	1489	1489
1838	-28.966572	1121	1490	1490
1838	-28.987324	2042	1491	1491
1838	-28.994041	1525	1492	1492
1838	-29.385864	97	1493	1493
1838	-29.677729	382	1494	1494
1838	-29.704388	296	1495	1495
1838	-29.747896	2142	1496	1496
1838	-29.753538	1904	1497	1497
1838	-29.984743	74	1498	1498
1838	-30.019487	2030	1499	1499
1838	-30.082645	687	1500	1500
1838	-30.178703	240	1501	1501
1838	-30.245789	1571	1502	1502
1838	-30.284634	2447	1503	1503
1838	-30.5173	2637	1504	1504
1838	-30.723782	2351	1505	1505
1838	-30.738874	1105	1506	1506
1838	-30.76053	1873	1507	1507
1838	-30.818909	68	1508	1508
1838	-30.891205	1406	1509	1509
1838	-30.962803	1929	1510	1510
1838	-31.089628	600	1511	1511
1838	-31.102272	1512	1512	1512
1838	-31.166475	1294	1513	1513
1838	-31.179785	912	1514	1514
1838	-31.215237	2493	1515	1515
1838	-31.327906	2534	1516	1516
1838	-31.3305	2013	1517	1517
1838	-31.402176	1055	1518	1518
1838	-31.411242	238	1519	1519
1838	-31.436016	686	1520	1520
1838	-31.603128	970	1521	1521
1838	-31.609587	2631	1522	1522
1838	-31.629574	2462	1523	1523
1838	-31.763214	1849	1524	1524
1838	-31.825636	1165	1525	1525
1838	-31.857588	2452	1526	1526
1838	-31.906889	776	1527	1527
1838	-31.96126	1124	1528	1528
1838	-31.971565	1715	1529	1529
1838	-32.072643	303	1530	1530
1838	-32.169006	1313	1531	1531
1838	-32.295303	2022	1532	1532
1838	-32.39305	2609	1533	1533
1838	-32.40633	1001	1534	1534
1838	-32.45153	204	1535	1535
1838	-32.47667	1098	1536	1536
1838	-32.514465	1270	1537	1537
1838	-32.622833	1867	1538	1538
1838	-32.840893	1832	1539	1539
1838	-32.887753	1190	1540	1540
1838	-32.957836	236	1541	1541
1838	-33.261963	2524	1542	1542
1838	-33.288292	1811	1543	1543
1838	-33.293266	104	1544	1544
1838	-33.324184	26	1545	1545
1838	-33.37068	1944	1546	1546
1838	-33.515984	1322	1547	1547
1838	-33.62589	1549	1548	1548
1838	-33.674416	990	1549	1549
1838	-33.878223	108	1550	1550
1838	-33.98365	2163	1551	1551
1838	-34.008865	965	1552	1552
1838	-34.069412	2223	1553	1553
1838	-34.122063	550	1554	1554
1838	-34.187504	1745	1555	1555
1838	-34.205715	1115	1556	1556
1838	-34.2304	1895	1557	1557
1838	-34.24681	1240	1558	1558
1838	-34.274323	2145	1559	1559
1838	-34.317596	1307	1560	1560
1838	-34.519287	962	1561	1561
1838	-34.53784	2212	1562	1562
1838	-34.55809	2588	1563	1563
1838	-34.56172	1993	1564	1564
1838	-34.571186	2282	1565	1565
1838	-34.639923	2550	1566	1566
1838	-34.731308	2395	1567	1567
1838	-34.755062	483	1568	1568
1838	-34.90873	2449	1569	1569
1838	-34.91418	691	1570	1570
1838	-34.97165	345	1571	1571
1838	-34.984406	2048	1572	1572
1838	-35.018337	1002	1573	1573
1838	-35.08336	1392	1574	1574
1838	-35.11339	960	1575	1575
1838	-35.131477	502	1576	1576
1838	-35.146515	212	1577	1577
1838	-35.151707	803	1578	1578
1838	-35.208122	337	1579	1579
1838	-35.26176	1649	1580	1580
1838	-35.480724	1205	1581	1581
1838	-35.55017	1161	1582	1582
1838	-35.560463	2548	1583	1583
1838	-35.60663	1671	1584	1584
1838	-35.93991	1772	1585	1585
1838	-35.969666	1884	1586	1586
1838	-36.033546	569	1587	1587
1838	-36.037167	1455	1588	1588
1838	-36.148956	2346	1589	1589
1838	-36.283714	1810	1590	1590
1838	-36.33177	928	1591	1591
1838	-36.457565	1107	1592	1592
1838	-36.501553	1723	1593	1593
1838	-36.63341	873	1594	1594
1838	-36.755043	1590	1595	1595
1838	-36.7677	418	1596	1596
1838	-36.78601	2289	1597	1597
1838	-36.796165	288	1598	1598
1838	-37.005566	1252	1599	1599
1838	-37.061157	644	1600	1600
1838	-37.19417	1515	1601	1601
1838	-37.228054	1765	1602	1602
1838	-37.228268	2581	1603	1603
1838	-37.275024	268	1604	1604
1838	-37.307697	827	1605	1605
1838	-37.4525	18	1606	1606
1838	-37.622005	216	1607	1607
1838	-37.639256	1024	1608	1608
1838	-37.67144	2175	1609	1609
1838	-37.724976	2108	1610	1610
1838	-37.807533	1620	1611	1611
1838	-37.816895	360	1612	1612
1838	-37.858597	1058	1613	1613
1838	-38.023834	132	1614	1614
1838	-38.091866	1467	1615	1615
1838	-38.09773	680	1616	1616
1838	-38.11176	1122	1617	1617
1838	-38.14984	1066	1618	1618
1838	-38.345215	2293	1619	1619
1838	-38.347122	136	1620	1620
1838	-38.382103	1614	1621	1621
1838	-38.431496	1595	1622	1622
1838	-38.525352	1887	1623	1623
1838	-38.530407	734	1624	1624
1838	-38.632446	1108	1625	1625
1838	-38.72091	82	1626	1626
1838	-38.839943	1402	1627	1627
1838	-38.84022	982	1628	1628
1838	-38.841278	492	1629	1629
1838	-39.00343	2178	1630	1630
1838	-39.034245	2307	1631	1631
1838	-39.105614	1432	1632	1632
1838	-39.116932	42	1633	1633
1838	-39.142067	2624	1634	1634
1838	-39.15561	2401	1635	1635
1838	-39.174263	1490	1636	1636
1838	-39.21241	609	1637	1637
1838	-39.2318	2076	1638	1638
1838	-39.26143	1015	1639	1639
1838	-39.266792	1381	1640	1640
1838	-39.440018	521	1641	1641
1838	-39.5202	1317	1642	1642
1838	-39.561604	1955	1643	1643
1838	-39.58145	368	1644	1644
1838	-39.63352	126	1645	1645
1838	-39.77083	2630	1646	1646
1838	-39.867287	2519	1647	1647
1838	-39.9572	1990	1648	1648
1838	-39.978745	400	1649	1649
1838	-40.162643	202	1650	1650
1838	-40.178528	229	1651	1651
1838	-40.23964	745	1652	1652
1838	-40.24846	195	1653	1653
1838	-40.519485	1303	1654	1654
1838	-40.529602	2549	1655	1655
1838	-40.61631	2605	1656	1656
1838	-40.715103	1827	1657	1657
1838	-40.744022	416	1658	1658
1838	-40.786995	1394	1659	1659
1838	-40.801376	130	1660	1660
1838	-40.923573	1848	1661	1661
1838	-41.117058	702	1662	1662
1838	-41.256973	2392	1663	1663
1838	-41.349068	390	1664	1664
1838	-41.35899	325	1665	1665
1838	-41.45888	2245	1666	1666
1838	-41.496655	1239	1667	1667
1838	-41.61406	1362	1668	1668
1838	-41.671505	1828	1669	1669
1838	-41.721657	2596	1670	1670
1838	-41.78337	2255	1671	1671
1838	-41.828873	747	1672	1672
1838	-41.85234	842	1673	1673
1838	-41.93087	941	1674	1674
1838	-41.98891	1932	1675	1675
1838	-42.135853	276	1676	1676
1838	-42.162117	1575	1677	1677
1838	-42.23475	1606	1678	1678
1838	-42.246704	1740	1679	1679
1838	-42.365196	2584	1680	1680
1838	-42.39523	371	1681	1681
1838	-42.499672	91	1682	1682
1838	-42.58281	2625	1683	1683
1838	-42.628212	1763	1684	1684
1838	-42.707108	1643	1685	1685
1838	-42.854374	1501	1686	1686
1838	-43.0073	450	1687	1687
1838	-43.03144	1489	1688	1688
1838	-43.12285	394	1689	1689
1838	-43.22522	1111	1690	1690
1838	-43.229843	182	1691	1691
1838	-43.364845	355	1692	1692
1838	-43.49508	906	1693	1693
1838	-43.56978	1755	1694	1694
1838	-43.61383	966	1695	1695
1838	-43.640675	2058	1696	1696
1838	-43.908325	349	1697	1697
1838	-43.949028	971	1698	1698
1838	-44.07241	2045	1699	1699
1838	-44.123085	2606	1700	1700
1838	-44.181896	1140	1701	1701
1838	-44.359375	2129	1702	1702
1838	-44.45011	361	1703	1703
1838	-44.75374	2204	1704	1704
1838	-44.765007	256	1705	1705
1838	-44.867256	630	1706	1706
1838	-45.045338	2498	1707	1707
1838	-45.112305	2465	1708	1708
1838	-45.1586	1068	1709	1709
1838	-45.16926	297	1710	1710
1838	-45.32103	1857	1711	1711
1838	-45.42627	2490	1712	1712
1838	-45.47212	538	1713	1713
1838	-45.48737	1035	1714	1714
1838	-45.51653	1586	1715	1715
1838	-45.665287	847	1716	1716
1838	-45.73707	950	1717	1717
1838	-45.80773	1954	1718	1718
1838	-45.85412	1659	1719	1719
1838	-45.903896	2469	1720	1720
1838	-45.999187	1894	1721	1721
1838	-46.073307	729	1722	1722
1838	-46.149773	507	1723	1723
1838	-46.269394	2529	1724	1724
1838	-46.298195	2622	1725	1725
1838	-46.424778	1604	1726	1726
1838	-46.683334	1739	1727	1727
1838	-46.740227	262	1728	1728
1838	-46.98795	1593	1729	1729
1838	-47.17855	1726	1730	1730
1838	-47.224476	2198	1731	1731
1838	-47.239887	2268	1732	1732
1838	-47.34857	1273	1733	1733
1838	-47.362904	761	1734	1734
1838	-47.368816	2235	1735	1735
1838	-47.48171	471	1736	1736
1838	-47.60289	365	1737	1737
1838	-47.76953	2051	1738	1738
1838	-47.808624	1799	1739	1739
1838	-47.941746	181	1740	1740
1838	-48.0216	1076	1741	1741
1838	-48.175922	73	1742	1742
1838	-48.197296	625	1743	1743
1838	-48.203976	2130	1744	1744
1838	-48.232937	1851	1745	1745
1838	-48.298813	1482	1746	1746
1838	-48.486454	70	1747	1747
1838	-48.636017	261	1748	1748
1838	-48.664783	1171	1749	1749
