n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
2731	3168.036	10897	8038	8038
2854	3168.0012	9934	8039	8039
3202	3167.992	7574	8040	8040
3370	3167.899	6597	8041	8041
2791	3167.6794	10421	8042	8042
2859	3167.6323	9895	8043	8043
3200	3167.4282	7589	8044	8044
2498	3167.3333	12773	8045	8045
3078	3167.3237	8358	8046	8046
3093	3167.2754	8263	8047	8047
2468	3167.2397	13046	8048	8048
3624	3167.2188	5369	8049	8049
2839	3167.1665	10050	8050	8050
2676	3167.0854	11300	8051	8051
3520	3166.966	5821	8052	8052
2782	3166.8052	10490	8053	8053
2881	3166.7874	9712	8054	8054
2989	3166.6782	8922	8055	8055
3578	3166.621	5578	8056	8056
3142	3166.619	7950	8057	8057
3667	3166.615	5157	8058	8058
3598	3166.5972	5485	8059	8059
3466	3166.5835	6109	8060	8060
3321	3166.5337	6876	8061	8061
4356	3166.5315	2767	8062	8062
3295	3166.495	7029	8063	8063
3711	3166.4531	4952	8064	8064
2880	3166.3782	9727	8065	8065
3249	3166.34	7282	8066	8066
2720	3166.2861	10975	8067	8067
2456	3166.2417	13163	8068	8068
3548	3166.084	5702	8069	8069
2802	3166.047	10342	8070	8070
2581	3165.9834	12042	8071	8071
3406	3165.9604	6398	8072	8072
2888	3165.9434	9667	8073	8073
3027	3165.8467	8674	8074	8074
2487	3165.7927	12882	8075	8075
3127	3165.7905	8055	8076	8076
2917	3165.7617	9443	8077	8077
2982	3165.749	8973	8078	8078
2907	3165.7441	9511	8079	8079
3324	3165.709	6861	8080	8080
3234	3165.631	7371	8081	8081
3514	3165.6033	5858	8082	8082
2696	3165.1873	11154	8083	8083
3035	3165.1218	8620	8084	8084
2822	3165.1038	10176	8085	8085
2603	3165.0176	11858	8086	8086
3006	3164.9102	8801	8087	8087
3597	3164.887	5488	8088	8088
2858	3164.8406	9898	8089	8089
2792	3164.8364	10415	8090	8090
2779	3164.7993	10514	8091	8091
2401	3164.7642	13644	8092	8092
3333	3164.76	6805	8093	8093
3626	3164.753	5360	8094	8094
3469	3164.6584	6085	8095	8095
3306	3164.6055	6965	8096	8096
3049	3164.5378	8536	8097	8097
2548	3164.4102	12343	8098	8098
3319	3164.3691	6889	8099	8099
3118	3164.308	8103	8100	8100
3374	3164.2913	6577	8101	8101
3635	3164.274	5313	8102	8102
2583	3164.246	12027	8103	8103
3040	3164.202	8588	8104	8104
3002	3164.1267	8833	8105	8105
2783	3164.1013	10486	8106	8106
2895	3163.9785	9618	8107	8107
3203	3163.9253	7569	8108	8108
2972	3163.787	9047	8109	8109
4021	3163.6084	3778	8110	8110
2460	3163.5896	13129	8111	8111
2880	3163.5413	9720	8112	8112
2503	3163.5051	12718	8113	8113
2489	3163.4907	12849	8114	8114
3307	3163.4702	6956	8115	8115
3876	3163.4678	4259	8116	8116
3390	3163.4429	6484	8117	8117
3056	3163.4006	8497	8118	8118
3991	3163.3818	3864	8119	8119
4145	3163.354	3355	8120	8120
3450	3163.2632	6182	8121	8121
2929	3163.2473	9362	8122	8122
3278	3163.1929	7137	8123	8123
3100	3162.9653	8210	8124	8124
3328	3162.9282	6841	8125	8125
3949	3162.9253	4006	8126	8126
3075	3162.884	8380	8127	8127
2787	3162.8022	10457	8128	8128
3294	3162.5842	7036	8129	8129
3158	3162.5056	7857	8130	8130
3248	3162.5012	7291	8131	8131
3023	3162.4556	8696	8132	8132
3173	3162.419	7757	8133	8133
3411	3162.4136	6362	8134	8134
3315	3162.3674	6904	8135	8135
3009	3162.2515	8779	8136	8136
3342	3162.1216	6761	8137	8137
4024	3162.0664	3763	8138	8138
2813	3162.0632	10251	8139	8139
3163	3162.0188	7833	8140	8140
3399	3162.0088	6440	8141	8141
2835	3161.981	10080	8142	8142
2882	3161.958	9701	8143	8143
3300	3161.8389	7004	8144	8144
3099	3161.8367	8212	8145	8145
2796	3161.8345	10383	8146	8146
3197	3161.8254	7614	8147	8147
3306	3161.8184	6963	8148	8148
2587	3161.7722	11983	8149	8149
3209	3161.7507	7531	8150	8150
2736	3161.749	10859	8151	8151
3050	3161.711	8532	8152	8152
2824	3161.5598	10162	8153	8153
3070	3161.5046	8420	8154	8154
3409	3161.4705	6375	8155	8155
2880	3161.3923	9726	8156	8156
2869	3161.3484	9817	8157	8157
4417	3161.3203	2633	8158	8158
2864	3161.2083	9856	8159	8159
3467	3161.0955	6099	8160	8160
3100	3161.0374	8206	8161	8161
2847	3160.8977	9983	8162	8162
3078	3160.7915	8362	8163	8163
3032	3160.7104	8635	8164	8164
2537	3160.6934	12430	8165	8165
3130	3160.5603	8041	8166	8166
2874	3160.5193	9782	8167	8167
3029	3160.0322	8655	8168	8168
3076	3159.8962	8368	8169	8169
3518	3159.8318	5832	8170	8170
3472	3159.8306	6073	8171	8171
2712	3159.7368	11030	8172	8172
2960	3159.617	9137	8173	8173
3334	3159.5857	6790	8174	8174
3185	3159.5576	7681	8175	8175
3487	3159.54	6009	8176	8176
3130	3159.5322	8040	8177	8177
2593	3159.414	11942	8178	8178
2918	3159.3918	9436	8179	8179
3894	3159.3823	4196	8180	8180
2832	3159.3464	10104	8181	8181
3596	3159.3398	5494	8182	8182
2898	3159.2126	9588	8183	8183
2804	3159.1763	10332	8184	8184
3619	3159.1455	5392	8185	8185
2929	3159.117	9366	8186	8186
2721	3159.0803	10961	8187	8187
2633	3159.0305	11621	8188	8188
2282	3158.8953	14694	8189	8189
3193	3158.817	7639	8190	8190
4420	3158.6902	2628	8191	8191
5337	3158.4204	1148	8192	8192
2836	3158.4036	10073	8193	8193
3037	3158.3965	8612	8194	8194
3034	3158.3843	8623	8195	8195
2013	3158.3604	17244	8196	8196
2425	3158.3594	13437	8197	8197
3611	3158.3225	5429	8198	8198
3185	3158.2803	7685	8199	8199
3272	3158.2659	7161	8200	8200
2982	3158.2444	8978	8201	8201
3906	3158.2117	4144	8202	8202
3419	3158.1765	6328	8203	8203
3090	3158.1145	8279	8204	8204
3548	3158.0847	5704	8205	8205
2795	3157.8594	10391	8206	8206
2902	3157.8313	9558	8207	8207
2552	3157.8105	12316	8208	8208
2977	3157.7197	9005	8209	8209
3361	3157.6875	6643	8210	8210
3048	3157.6382	8547	8211	8211
2538	3157.6055	12421	8212	8212
3282	3157.4692	7114	8213	8213
3427	3157.2542	6287	8214	8214
3331	3157.159	6823	8215	8215
3190	3157.1562	7658	8216	8216
3064	3157.1245	8467	8217	8217
2632	3157.0688	11625	8218	8218
3544	3157.0405	5719	8219	8219
2874	3156.9595	9774	8220	8220
3030	3156.9421	8645	8221	8221
2401	3156.9265	13645	8222	8222
3394	3156.6746	6465	8223	8223
3257	3156.6067	7245	8224	8224
3045	3156.5974	8560	8225	8225
2952	3156.5913	9197	8226	8226
2579	3156.5586	12068	8227	8227
3182	3156.5447	7698	8228	8228
3143	3156.5288	7947	8229	8229
3332	3156.513	6815	8230	8230
2785	3156.3364	10465	8231	8231
3048	3156.311	8540	8232	8232
2343	3156.1687	14186	8233	8233
2450	3156.1624	13221	8234	8234
2972	3156.1077	9048	8235	8235
3354	3156.0872	6686	8236	8236
3004	3156.0447	8819	8237	8237
3389	3156.024	6489	8238	8238
3031	3155.944	8640	8239	8239
3381	3155.8574	6541	8240	8240
3580	3155.7986	5566	8241	8241
2806	3155.7397	10309	8242	8242
2826	3155.7144	10143	8243	8243
3360	3155.627	6651	8244	8244
3496	3155.6094	5946	8245	8245
2441	3155.6003	13300	8246	8246
3788	3155.5378	4623	8247	8247
3201	3155.5352	7586	8248	8248
3468	3155.4756	6095	8249	8249
2877	3155.4553	9740	8250	8250
3860	3155.275	4327	8251	8251
3345	3155.22	6736	8252	8252
2956	3155.1133	9163	8253	8253
2961	3155.038	9126	8254	8254
3547	3155.0273	5705	8255	8255
3746	3155.0256	4794	8256	8256
3107	3154.9785	8170	8257	8257
2766	3154.7148	10614	8258	8258
3144	3154.6584	7937	8259	8259
2930	3154.6177	9361	8260	8260
3940	3154.528	4042	8261	8261
3306	3154.5222	6971	8262	8262
3883	3154.4697	4229	8263	8263
2946	3154.385	9241	8264	8264
4061	3154.375	3626	8265	8265
2896	3154.369	9612	8266	8266
2974	3154.3652	9024	8267	8267
3007	3154.2686	8790	8268	8268
2920	3154.2441	9418	8269	8269
2772	3154.1033	10574	8270	8270
3024	3154.0217	8690	8271	8271
2790	3153.9993	10436	8272	8272
2885	3153.9797	9684	8273	8273
2869	3153.9456	9819	8274	8274
2720	3153.9211	10969	8275	8275
3455	3153.916	6161	8276	8276
3083	3153.8933	8329	8277	8277
3285	3153.8804	7102	8278	8278
5429	3153.8657	1044	8279	8279
3207	3153.769	7540	8280	8280
2857	3153.7454	9919	8281	8281
2818	3153.7295	10202	8282	8282
2663	3153.7292	11387	8283	8283
2595	3153.6487	11931	8284	8284
2839	3153.5273	10052	8285	8285
3435	3153.466	6248	8286	8286
2706	3153.367	11077	8287	8287
2547	3153.2664	12346	8288	8288
2366	3153.211	13975	8289	8289
2749	3153.2034	10760	8290	8290
3128	3153.1914	8047	8291	8291
3312	3153.1277	6923	8292	8292
2949	3153.0571	9212	8293	8293
3085	3153.0107	8309	8294	8294
2947	3153.0012	9233	8295	8295
2591	3152.844	11957	8296	8296
3343	3152.7234	6749	8297	8297
3148	3152.7043	7917	8298	8298
3088	3152.6978	8286	8299	8299
3407	3152.6248	6391	8300	8300
3501	3152.5264	5912	8301	8301
4336	3152.5164	2813	8302	8302
3296	3152.4854	7019	8303	8303
3416	3152.4026	6338	8304	8304
2590	3152.355	11964	8305	8305
2992	3152.2769	8895	8306	8306
3353	3152.2693	6689	8307	8307
2706	3152.2102	11079	8308	8308
2821	3152.1833	10181	8309	8309
2955	3152.1802	9175	8310	8310
3148	3152.1375	7919	8311	8311
2845	3152.1113	10005	8312	8312
3862	3152.0605	4320	8313	8313
3518	3151.9636	5835	8314	8314
3291	3151.898	7057	8315	8315
4002	3151.877	3830	8316	8316
2427	3151.8254	13412	8317	8317
2422	3151.693	13459	8318	8318
2619	3151.6128	11738	8319	8319
2987	3151.5103	8937	8320	8320
3462	3151.315	6128	8321	8321
3625	3151.2778	5363	8322	8322
3332	3151.248	6812	8323	8323
3538	3151.194	5748	8324	8324
2604	3151.105	11857	8325	8325
3254	3150.9333	7265	8326	8326
3690	3150.9165	5042	8327	8327
2828	3150.895	10132	8328	8328
3103	3150.803	8184	8329	8329
3007	3150.7222	8797	8330	8330
2741	3150.7178	10828	8331	8331
2002	3150.6528	17336	8332	8332
3109	3150.5962	8161	8333	8333
3219	3150.585	7461	8334	8334
2530	3150.5698	12485	8335	8335
4159	3150.552	3294	8336	8336
3018	3150.44	8726	8337	8337
3346	3150.439	6732	8338	8338
3217	3150.4292	7485	8339	8339
2908	3150.2852	9501	8340	8340
3039	3150.138	8600	8341	8341
3249	3150.1284	7286	8342	8342
2762	3150.0405	10644	8343	8343
2851	3150.0327	9953	8344	8344
2998	3149.8967	8855	8345	8345
3177	3149.889	7731	8346	8346
3412	3149.7341	6353	8347	8347
3219	3149.6104	7469	8348	8348
3096	3149.5193	8246	8349	8349
2764	3149.395	10626	8350	8350
2964	3149.2778	9101	8351	8351
3270	3149.255	7176	8352	8352
3022	3149.2356	8701	8353	8353
3662	3149.2278	5182	8354	8354
3842	3149.1511	4405	8355	8355
2876	3149.1272	9752	8356	8356
3342	3149.056	6756	8357	8357
4159	3148.9202	3295	8358	8358
2991	3148.8235	8906	8359	8359
2809	3148.6736	10282	8360	8360
3040	3148.5247	8595	8361	8361
2882	3148.486	9705	8362	8362
2331	3148.469	14310	8363	8363
3510	3148.424	5875	8364	8364
3170	3148.3787	7781	8365	8365
3973	3148.356	3927	8366	8366
3249	3148.355	7285	8367	8367
3384	3148.1694	6526	8368	8368
3605	3148.1543	5454	8369	8369
2828	3148.1106	10129	8370	8370
3407	3148.0315	6389	8371	8371
3344	3147.9873	6745	8372	8372
2982	3147.8835	8979	8373	8373
2523	3147.7944	12546	8374	8374
3216	3147.7012	7493	8375	8375
2694	3147.6636	11159	8376	8376
2724	3147.6475	10938	8377	8377
2977	3147.585	9009	8378	8378
3439	3147.5378	6229	8379	8379
3133	3147.4946	8022	8380	8380
2900	3147.4875	9575	8381	8381
3617	3147.4055	5404	8382	8382
2188	3147.3635	15586	8383	8383
3344	3147.2725	6741	8384	8384
2558	3147.151	12251	8385	8385
2840	3146.9836	10040	8386	8386
2970	3146.9375	9062	8387	8387
2841	3146.9106	10032	8388	8388
2745	3146.8633	10789	8389	8389
3242	3146.7534	7329	8390	8390
2871	3146.7153	9807	8391	8391
2684	3146.643	11257	8392	8392
2927	3146.591	9376	8393	8393
2783	3146.5896	10482	8394	8394
2806	3146.5334	10307	8395	8395
4021	3146.5056	3775	8396	8396
2461	3146.4932	13117	8397	8397
3039	3146.4714	8598	8398	8398
3211	3146.459	7520	8399	8399
3223	3146.224	7440	8400	8400
3131	3146.1418	8037	8401	8401
2389	3146.1377	13745	8402	8402
2890	3146.127	9650	8403	8403
2931	3146.1106	9351	8404	8404
3413	3146.044	6349	8405	8405
2905	3145.9963	9539	8406	8406
3641	3145.9712	5286	8407	8407
3205	3145.969	7551	8408	8408
2506	3145.7449	12688	8409	8409
3174	3145.721	7752	8410	8410
2605	3145.7168	11849	8411	8411
2838	3145.5022	10059	8412	8412
4120	3145.4912	3424	8413	8413
3582	3145.4792	5563	8414	8414
3028	3145.4763	8668	8415	8415
3017	3145.476	8732	8416	8416
2850	3145.4	9957	8417	8417
3012	3145.3774	8760	8418	8418
3018	3145.3733	8725	8419	8419
2854	3145.2007	9935	8420	8420
4658	3145.0903	2132	8421	8421
3293	3145.075	7043	8422	8422
2737	3145.043	10856	8423	8423
2736	3145.04	10860	8424	8424
3162	3145.0347	7839	8425	8425
2870	3144.9727	9812	8426	8426
3561	3144.9707	5640	8427	8427
3118	3144.8845	8101	8428	8428
2363	3144.8389	14010	8429	8429
2902	3144.8215	9562	8430	8430
2832	3144.6975	10102	8431	8431
3028	3144.586	8660	8432	8432
3047	3144.5374	8550	8433	8433
3311	3144.4446	6932	8434	8434
2690	3144.2944	11195	8435	8435
4280	3144.1968	2956	8436	8436
2756	3144.1204	10692	8437	8437
3171	3143.943	7772	8438	8438
3164	3143.9202	7818	8439	8439
2716	3143.851	11004	8440	8440
2932	3143.7864	9347	8441	8441
2701	3143.741	11114	8442	8442
3334	3143.663	6800	8443	8443
2189	3143.5376	15579	8444	8444
3347	3143.4573	6727	8445	8445
2966	3143.406	9088	8446	8446
2935	3143.2017	9320	8447	8447
2645	3143.1355	11536	8448	8448
3133	3143.069	8023	8449	8449
2206	3143.0454	15406	8450	8450
3152	3142.9866	7894	8451	8451
3133	3142.9858	8027	8452	8452
2536	3142.9778	12440	8453	8453
3072	3142.9736	8404	8454	8454
2556	3142.9182	12279	8455	8455
3419	3142.9153	6325	8456	8456
3138	3142.8547	7977	8457	8457
2529	3142.7764	12492	8458	8458
3382	3142.6824	6535	8459	8459
3873	3142.6309	4274	8460	8460
3055	3142.565	8501	8461	8461
2982	3142.5083	8970	8462	8462
3206	3142.5054	7546	8463	8463
3302	3142.404	6987	8464	8464
3129	3142.347	8045	8465	8465
2883	3142.3408	9700	8466	8466
3264	3142.335	7211	8467	8467
3029	3142.2852	8654	8468	8468
2963	3142.2085	9113	8469	8469
3375	3142.1807	6569	8470	8470
3142	3142.1016	7951	8471	8471
2916	3142.0437	9445	8472	8472
2580	3142.0342	12057	8473	8473
2357	3142.0056	14066	8474	8474
2745	3141.9778	10791	8475	8475
2895	3141.878	9615	8476	8476
3093	3141.8677	8262	8477	8477
2448	3141.8333	13240	8478	8478
3126	3141.8167	8062	8479	8479
2875	3141.738	9762	8480	8480
3194	3141.7202	7630	8481	8481
3452	3141.6306	6178	8482	8482
4344	3141.6108	2798	8483	8483
2869	3141.5671	9822	8484	8484
2745	3141.5588	10795	8485	8485
2698	3141.4146	11143	8486	8486
2731	3141.4082	10898	8487	8487
2894	3141.407	9622	8488	8488
3618	3141.267	5396	8489	8489
2906	3141.1152	9518	8490	8490
3251	3141.1113	7273	8491	8491
3099	3141.047	8214	8492	8492
3706	3140.9685	4970	8493	8493
2347	3140.8997	14147	8494	8494
2716	3140.8972	11002	8495	8495
3023	3140.777	8695	8496	8496
2383	3140.764	13792	8497	8497
2775	3140.6785	10543	8498	8498
2710	3140.6702	11047	8499	8499
2557	3140.5576	12266	8500	8500
2415	3140.504	13521	8501	8501
2987	3140.2485	8943	8502	8502
2810	3140.203	10272	8503	8503
2828	3140.1702	10127	8504	8504
3433	3140.1663	6258	8505	8505
3021	3140.038	8706	8506	8506
3282	3140.0127	7115	8507	8507
2943	3139.9636	9268	8508	8508
2944	3139.9558	9262	8509	8509
2861	3139.95	9881	8510	8510
2845	3139.9456	10003	8511	8511
3021	3139.9302	8703	8512	8512
3534	3139.808	5763	8513	8513
2980	3139.7815	8990	8514	8514
3103	3139.7417	8188	8515	8515
3035	3139.6907	8617	8516	8516
2274	3139.615	14779	8517	8517
3286	3139.602	7098	8518	8518
2818	3139.601	10207	8519	8519
3048	3139.3948	8546	8520	8520
2306	3139.3274	14508	8521	8521
2707	3139.3171	11068	8522	8522
2315	3139.126	14432	8523	8523
2953	3139.0881	9183	8524	8524
2453	3139.073	13188	8525	8525
2625	3139.0642	11690	8526	8526
3026	3139.0557	8676	8527	8527
3650	3139.0334	5241	8528	8528
3025	3138.9102	8685	8529	8529
3765	3138.888	4716	8530	8530
3587	3138.8782	5540	8531	8531
3128	3138.863	8052	8532	8532
3088	3138.7866	8289	8533	8533
2351	3138.7747	14114	8534	8534
3782	3138.6555	4656	8535	8535
2973	3138.5806	9034	8536	8536
2384	3138.5522	13782	8537	8537
2995	3138.4902	8881	8538	8538
2769	3138.4788	10589	8539	8539
3276	3138.3184	7152	8540	8540
2761	3138.0967	10647	8541	8541
2608	3138.0295	11820	8542	8542
2603	3137.973	11861	8543	8543
2336	3137.9243	14243	8544	8544
2934	3137.8823	9335	8545	8545
3370	3137.8718	6595	8546	8546
3816	3137.8372	4510	8547	8547
4451	3137.822	2548	8548	8548
3159	3137.752	7854	8549	8549
2655	3137.7327	11442	8550	8550
3195	3137.6895	7625	8551	8551
2456	3137.6604	13161	8552	8552
3810	3137.6602	4530	8553	8553
3255	3137.6404	7256	8554	8554
2507	3137.5542	12685	8555	8555
2875	3137.496	9763	8556	8556
2223	3137.441	15257	8557	8557
2870	3137.385	9816	8558	8558
2853	3137.3357	9940	8559	8559
3448	3137.2307	6189	8560	8560
2779	3137.1292	10520	8561	8561
3901	3137.112	4164	8562	8562
3352	3137.0916	6690	8563	8563
2992	3137.061	8897	8564	8564
3050	3137.048	8531	8565	8565
2445	3136.9473	13264	8566	8566
3719	3136.8083	4907	8567	8567
2744	3136.7485	10803	8568	8568
2947	3136.7307	9235	8569	8569
2748	3136.7305	10770	8570	8570
3154	3136.6719	7883	8571	8571
2915	3136.5232	9453	8572	8572
2568	3136.462	12159	8573	8573
3271	3136.4094	7163	8574	8574
4120	3136.3018	3425	8575	8575
2552	3136.2952	12314	8576	8576
2940	3136.2454	9291	8577	8577
2597	3136.2336	11916	8578	8578
2583	3136.2014	12023	8579	8579
4123	3136.1914	3417	8580	8580
2966	3136.187	9089	8581	8581
2847	3136.1587	9986	8582	8582
3574	3136.1287	5595	8583	8583
2607	3136.0452	11831	8584	8584
2900	3135.9717	9576	8585	8585
2815	3135.959	10231	8586	8586
3460	3135.9307	6137	8587	8587
3258	3135.8687	7239	8588	8588
2686	3135.796	11239	8589	8589
3062	3135.792	8472	8590	8590
2982	3135.7175	8969	8591	8591
3793	3135.63	4602	8592	8592
2742	3135.5483	10818	8593	8593
2428	3135.4758	13407	8594	8594
3407	3135.4636	6386	8595	8595
3347	3135.228	6728	8596	8596
3110	3135.2024	8159	8597	8597
3767	3135.1885	4707	8598	8598
3250	3135.1228	7277	8599	8599
3756	3135.1138	4750	8600	8600
3053	3135.0942	8515	8601	8601
2481	3134.953	12933	8602	8602
2627	3134.8948	11667	8603	8603
2903	3134.8845	9551	8604	8604
3862	3134.8254	4315	8605	8605
2766	3134.822	10613	8606	8606
2755	3134.7563	10696	8607	8607
3008	3134.7556	8784	8608	8608
2448	3134.7395	13235	8609	8609
3832	3134.6885	4439	8610	8610
3114	3134.6443	8130	8611	8611
2860	3134.6306	9882	8612	8612
2678	3134.6206	11288	8613	8613
2930	3134.478	9357	8614	8614
3169	3134.4478	7791	8615	8615
2840	3134.393	10044	8616	8616
3007	3134.3208	8791	8617	8617
3715	3134.2346	4935	8618	8618
2856	3134.1924	9922	8619	8619
3600	3134.1826	5479	8620	8620
3100	3133.9297	8203	8621	8621
3496	3133.9067	5947	8622	8622
3158	3133.6653	7859	8623	8623
3922	3133.592	4094	8624	8624
3514	3133.5916	5853	8625	8625
3231	3133.462	7389	8626	8626
2677	3133.4375	11291	8627	8627
3152	3133.4155	7898	8628	8628
3038	3133.415	8603	8629	8629
2769	3133.4072	10590	8630	8630
3563	3133.3762	5631	8631	8631
2991	3133.2183	8900	8632	8632
2510	3132.974	12645	8633	8633
3125	3132.81	8064	8634	8634
3089	3132.7566	8281	8635	8635
3127	3132.6777	8056	8636	8636
3007	3132.5903	8795	8637	8637
3016	3132.4233	8740	8638	8638
3492	3132.3044	5978	8639	8639
3958	3132.2249	3975	8640	8640
3466	3132.1873	6104	8641	8641
3143	3132.18	7942	8642	8642
3111	3132.111	8148	8643	8643
2657	3132.0422	11435	8644	8644
3153	3131.9104	7889	8645	8645
2901	3131.8733	9568	8646	8646
2505	3131.7612	12696	8647	8647
3249	3131.7358	7288	8648	8648
3226	3131.6763	7419	8649	8649
2468	3131.5652	13050	8650	8650
3049	3131.494	8537	8651	8651
3344	3131.4	6742	8652	8652
3498	3131.3862	5935	8653	8653
3015	3131.3188	8747	8654	8654
2321	3131.302	14388	8655	8655
2435	3131.2644	13343	8656	8656
2694	3131.1982	11163	8657	8657
2896	3131.0166	9605	8658	8658
2886	3130.9795	9675	8659	8659
3218	3130.9778	7478	8660	8660
3030	3130.8591	8651	8661	8661
2743	3130.8425	10813	8662	8662
2213	3130.7795	15334	8663	8663
3465	3130.6938	6113	8664	8664
2978	3130.6692	8998	8665	8665
2743	3130.666	10804	8666	8666
2760	3130.6658	10654	8667	8667
3442	3130.5825	6214	8668	8668
3102	3130.5654	8197	8669	8669
3177	3130.4482	7729	8670	8670
2697	3130.4282	11145	8671	8671
2414	3130.3997	13527	8672	8672
2743	3130.3914	10806	8673	8673
3043	3130.3896	8565	8674	8674
2629	3130.3076	11645	8675	8675
2978	3130.2969	9003	8676	8676
2346	3130.2793	14157	8677	8677
3766	3130.2598	4714	8678	8678
4589	3130.257	2266	8679	8679
3232	3130.1074	7382	8680	8680
2752	3130.0999	10729	8681	8681
3175	3130.0754	7748	8682	8682
3069	3129.9973	8423	8683	8683
2576	3129.9373	12094	8684	8684
2357	3129.9106	14062	8685	8685
2766	3129.8657	10617	8686	8686
3505	3129.8538	5892	8687	8687
3219	3129.7517	7470	8688	8688
3085	3129.7222	8307	8689	8689
3137	3129.6704	7996	8690	8690
2593	3129.637	11946	8691	8691
2961	3129.612	9125	8692	8692
3667	3129.5076	5154	8693	8693
2846	3129.474	9995	8694	8694
2246	3129.4287	15033	8695	8695
2742	3129.2385	10816	8696	8696
3298	3129.1614	7008	8697	8697
2987	3129.1418	8940	8698	8698
3197	3129.0298	7612	8699	8699
2660	3129.0234	11406	8700	8700
3115	3128.9634	8126	8701	8701
2455	3128.9224	13170	8702	8702
2832	3128.9207	10100	8703	8703
3045	3128.7566	8563	8704	8704
2114	3128.7004	16326	8705	8705
3716	3128.684	4921	8706	8706
3276	3128.6558	7146	8707	8707
4106	3128.6367	3464	8708	8708
2813	3128.6294	10246	8709	8709
2970	3128.615	9057	8710	8710
3073	3128.5625	8392	8711	8711
3197	3128.5571	7613	8712	8712
2944	3128.5525	9257	8713	8713
3621	3128.5505	5385	8714	8714
2815	3128.4805	10228	8715	8715
3379	3128.4346	6551	8716	8716
3608	3128.3723	5439	8717	8717
2963	3128.3013	9109	8718	8718
2811	3128.203	10263	8719	8719
2526	3128.179	12522	8720	8720
2515	3128.0903	12607	8721	8721
2646	3127.9888	11524	8722	8722
3588	3127.8357	5518	8723	8723
2736	3127.7876	10861	8724	8724
3222	3127.663	7446	8725	8725
3260	3127.6406	7230	8726	8726
3392	3127.5862	6476	8727	8727
2797	3127.517	10375	8728	8728
2692	3127.5024	11182	8729	8729
2864	3127.4453	9852	8730	8730
3098	3127.3376	8220	8731	8731
3129	3127.2915	8046	8732	8732
2985	3127.21	8951	8733	8733
2555	3127.072	12281	8734	8734
4078	3126.9966	3557	8735	8735
2766	3126.9568	10615	8736	8736
2966	3126.9268	9087	8737	8737
2908	3126.918	9503	8738	8738
3479	3126.7012	6041	8739	8739
3240	3126.6414	7335	8740	8740
3110	3126.4834	8155	8741	8741
3116	3126.4673	8124	8742	8742
4242	3126.4465	3050	8743	8743
2870	3126.3499	9810	8744	8744
4186	3126.3357	3223	8745	8745
3441	3126.3323	6222	8746	8746
3776	3126.318	4675	8747	8747
4784	3126.2876	1921	8748	8748
3093	3126.2456	8257	8749	8749
2465	3126.1711	13078	8750	8750
2943	3126.112	9267	8751	8751
2571	3126.107	12137	8752	8752
3117	3126.0757	8116	8753	8753
2792	3126.0457	10411	8754	8754
2861	3126.0183	9879	8755	8755
3042	3125.9565	8574	8756	8756
2834	3125.8586	10090	8757	8757
2877	3125.825	9743	8758	8758
2689	3125.7727	11213	8759	8759
3550	3125.7297	5690	8760	8760
3906	3125.6836	4145	8761	8761
3247	3125.637	7300	8762	8762
2768	3125.5068	10596	8763	8763
3510	3125.5063	5871	8764	8764
2921	3125.4487	9417	8765	8765
2907	3125.3977	9516	8766	8766
2953	3125.3801	9185	8767	8767
2575	3125.38	12110	8768	8768
3098	3125.32	8223	8769	8769
2546	3125.311	12361	8770	8770
3199	3125.2249	7597	8771	8771
2678	3125.175	11284	8772	8772
2282	3125.1406	14707	8773	8773
3137	3125.1343	7995	8774	8774
2991	3124.8955	8904	8775	8775
2504	3124.7969	12708	8776	8776
3268	3124.7373	7183	8777	8777
2827	3124.4963	10133	8778	8778
2995	3124.4797	8875	8779	8779
3499	3124.4722	5926	8780	8780
3812	3124.3037	4525	8781	8781
3466	3124.265	6106	8782	8782
3335	3124.2642	6787	8783	8783
2789	3124.262	10442	8784	8784
2433	3124.2036	13351	8785	8785
2796	3124.0725	10379	8786	8786
3525	3124.0337	5797	8787	8787
2596	3124.0327	11919	8788	8788
4488	3123.9414	2481	8789	8789
2966	3123.8008	9084	8790	8790
2679	3123.7488	11282	8791	8791
2944	3123.721	9264	8792	8792
3113	3123.6729	8133	8793	8793
3840	3123.6558	4416	8794	8794
3003	3123.6047	8828	8795	8795
3692	3123.5579	5034	8796	8796
4035	3123.5361	3718	8797	8797
2377	3123.5308	13855	8798	8798
3496	3123.518	5945	8799	8799
2722	3123.507	10952	8800	8800
3190	3123.439	7655	8801	8801
2933	3123.4136	9338	8802	8802
3279	3123.2253	7132	8803	8803
3640	3123.1946	5289	8804	8804
2983	3123.1726	8961	8805	8805
2756	3123.0837	10685	8806	8806
2918	3123.041	9433	8807	8807
2334	3122.9785	14264	8808	8808
2876	3122.888	9753	8809	8809
3234	3122.8508	7374	8810	8810
2892	3122.8381	9636	8811	8811
2713	3122.8354	11026	8812	8812
3084	3122.7703	8321	8813	8813
2674	3122.6418	11316	8814	8814
2967	3122.6409	9079	8815	8815
2862	3122.6074	9872	8816	8816
3199	3122.6033	7596	8817	8817
3123	3122.5723	8075	8818	8818
2931	3122.5552	9350	8819	8819
2915	3122.2727	9452	8820	8820
3047	3122.2544	8549	8821	8821
2983	3122.2227	8968	8822	8822
